App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,New_size,New_version,Income,Installs_log,Reviews_log,Price_log,Income_log,New_size_log,Action,Adventure,Arcade,Board,Card,Casino,Casual,Music,Puzzle,Racing,Role Playing,Simulation,Sports,Strategy,Trivia,Word
Pixel Gun 3D: Survival shooter & Battle Royale,GAME,4.5,4487182,55M,50000000.0,Free,0.0,Teen,Action,2018-07-04,15.1.2,4.0.3 and up,56320.0,4.0.3,0.0,17.72753356339242,15.316735445757985,0.0,0.0,10.938804990831924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B-52 Spirits of Glory Deluxe,GAME,4.3,12,29M,100.0,Paid,0.99,Everyone,Arcade,2017-09-02,1.5.9,2.3 and up,29696.0,2.3,99.0,4.605170185988092,2.4849066497880004,-0.01005033585350145,4.59511985013459,10.298767635585927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungry Shark Evolution,GAME,4.5,6071542,100M,100000000.0,Free,0.0,Teen,Arcade,2018-07-25,6.0.0,4.1 and up,102400.0,4.1,0.0,18.420680743952367,15.61912316701776,0.0,0.0,11.536641991587544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Perfect Piano,GAME,4.2,828489,Varies with device,50000000.0,Free,0.0,Everyone,Music,2018-08-04,Varies with device,Varies with device,,0,0.0,17.72753356339242,13.627358838753976,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B-Grade Renegade,GAME,3.9,24,64M,1000.0,Paid,1.99,Teen,Action,2017-10-17,0.8.17,3.2 and up,65536.0,3.2,1990.0,6.907755278982137,3.1780538303479458,0.688134638736401,7.595889917718538,11.090354888959125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CURSUM B,GAME,0.0,30,26M,500.0,Paid,0.99,Everyone,Racing,2017-06-20,1.0.0,2.3 and up,26624.0,2.3,495.0,6.214608098422191,3.4011973816621555,-0.01005033585350145,6.20455776256869,10.189568343620936,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Critical Ops,GAME,4.4,1397944,50M,10000000.0,Free,0.0,Teen,Action,2018-07-31,0.9.10.f96,4.4 and up,51200.0,4.4,0.0,16.11809565095832,14.150513143748974,0.0,0.0,10.843494811027599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hill Climb Racing,GAME,4.4,8921451,63M,100000000.0,Free,0.0,Everyone,Racing,2018-07-02,1.37.2,4.2 and up,64512.0,4.2,0.0,18.420680743952367,16.003969159488598,0.0,0.0,11.074606531990986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hitman Sniper,GAME,4.6,408292,29M,10000000.0,Paid,0.99,Mature 17+,Action,2018-07-12,1.7.110758,4.1 and up,29696.0,4.1,9900000.0,16.11809565095832,12.919737883679515,-0.01005033585350145,16.108045315104818,10.298767635585927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONTLINE COMMANDO: D-DAY,GAME,4.5,1736105,14M,10000000.0,Free,0.0,Mature 17+,Action,2014-05-16,3.0.4,2.1 and up,14336.0,2.1,0.0,16.11809565095832,14.367154656244324,0.0,0.0,9.570529135214711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruit Ninja®,GAME,4.3,5091448,41M,100000000.0,Free,0.0,Everyone,Arcade,2018-07-12,2.6.7.487220,4.1 and up,41984.0,4.1,0.0,18.420680743952367,15.443072827441439,0.0,0.0,10.645043872303761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crossy Road,GAME,4.5,4229977,60M,100000000.0,Free,0.0,Everyone,Action,2018-08-01,3.1.0,5.0 and up,61440.0,5.0,0.0,18.420680743952367,15.257707113655432,0.0,0.0,11.025816367821553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Run 2,GAME,4.3,8116142,62M,500000000.0,Free,0.0,Everyone,Action,2018-07-05,1.49.1,4.0 and up,63488.0,4.0,0.0,20.030118656386467,15.909365476078381,0.0,0.0,11.058606190644545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Buggy Blitz,GAME,4.2,640974,47M,50000000.0,Free,0.0,Everyone,Racing,2018-06-05,1.5,4.0.3 and up,48128.0,4.0.3,0.0,17.72753356339242,13.370744173457698,0.0,0.0,10.781619407309512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Vector,GAME,4.4,3058687,89M,100000000.0,Free,0.0,Everyone 10+,Arcade,2016-07-18,1.2.0,4.0 and up,91136.0,4.0,0.0,18.420680743952367,14.933496296877946,0.0,0.0,11.420108175331594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Driving,GAME,4.5,4972230,9.9M,100000000.0,Free,0.0,Everyone,Racing,2018-03-02,1.52,4.0.3 and up,10137.6,4.0.3,0.0,18.420680743952367,15.419378989593506,0.0,0.0,9.224006562739998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
D Day World War II Commando Survival Shooting,GAME,4.2,951,64M,100000.0,Free,0.0,Teen,Action,2018-05-25,1.2,4.1 and up,65536.0,4.1,0.0,11.512925464970229,6.85751406254539,0.0,0.0,11.090354888959125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geometry Dash Meltdown,GAME,4.6,1591129,48M,50000000.0,Free,0.0,Everyone,Arcade,2017-12-22,1.01,4.0 and up,49152.0,4.0,0.0,17.72753356339242,14.279954385114111,0.0,0.0,10.802672816507345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7657490,Varies with device,100000000.0,Free,0.0,Mature 17+,Action,2018-08-02,Varies with device,Varies with device,,0,0.0,18.420680743952367,15.851194811778976,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bike Race Free - Top Motorcycle Racing Games,GAME,4.5,2586261,Varies with device,100000000.0,Free,0.0,Everyone,Racing,2018-07-31,7.7.9,4.2 and up,,4.2,0.0,18.420680743952367,14.765723761295291,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Smash Hit,GAME,4.5,4147718,79M,100000000.0,Free,0.0,Everyone,Arcade,2015-11-26,1.4.0,2.3 and up,80896.0,2.3,0.0,18.420680743952367,15.238068861449621,0.0,0.0,11.300919658066475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Temple Run,GAME,4.3,4000433,42M,100000000.0,Free,0.0,Everyone,Arcade,2018-08-02,1.9.1,4.0 and up,43008.0,4.0,0.0,18.420680743952367,15.201913163225557,0.0,0.0,10.669141423882822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Car F. Mod for MCPE,GAME,3.6,214,4.9M,50000.0,Free,0.0,Everyone,Adventure,2018-07-19,3.0.1,4.2 and up,5017.6,4.2,0.0,10.819778284410283,5.365976015021851,0.0,0.0,8.520707010716034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geometry Dash World,GAME,4.6,759838,63M,10000000.0,Free,0.0,Everyone,Arcade,2017-12-22,1.03,4.0 and up,64512.0,4.0,0.0,16.11809565095832,13.540860531646404,0.0,0.0,11.074606531990986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBG MOBILE,GAME,4.4,3697174,36M,50000000.0,Free,0.0,Teen,Action,2018-07-24,0.7.0,4.3 and up,36864.0,4.3,0.0,17.72753356339242,15.123079301999228,0.0,0.0,10.514990744055563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangstar Vegas - mafia game,GAME,4.5,4830407,32M,50000000.0,Free,0.0,Mature 17+,Action,2018-05-25,3.7.1a,Varies with device,32768.0,0,0.0,17.72753356339242,15.390441287089011,0.0,0.0,10.39720770839918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granny,GAME,4.5,1128805,59M,50000000.0,Free,0.0,Teen,Arcade,2018-05-29,1.4.0.1,4.0 and up,60416.0,4.0,0.0,17.72753356339242,13.936670108993567,0.0,0.0,11.009009249505173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolling G Sky,GAME,3.6,2065,25M,100000.0,Free,0.0,Everyone,Adventure,2017-01-25,1.0,2.3.3 and up,25600.0,2.3.3,0.0,11.512925464970229,7.632885505395133,0.0,0.0,10.150347630467653,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G-Switch 2,GAME,4.4,12683,19M,1000000.0,Free,0.0,Everyone,Action,2018-02-05,1.1,2.3 and up,19456.0,2.3,0.0,13.815510557964274,9.448017793067429,0.0,0.0,9.875910784765894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G-Switch 3,GAME,4.6,3656,39M,100000.0,Free,0.0,Everyone,Action,2018-03-15,1.1.3,3.0 and up,39936.0,3.0,0.0,11.512925464970229,8.204124932574041,0.0,0.0,10.5950334517291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G-Switch,GAME,3.8,4116,8.8M,100000.0,Free,0.0,Everyone,Action,2015-09-01,1.3.4,2.3 and up,9011.2,2.3,0.0,11.512925464970229,8.32263709695394,0.0,0.0,9.106223527083614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radial-G : Infinity,GAME,3.6,517,47M,50000.0,Free,0.0,Everyone,Arcade,2015-12-07,1.4,4.1 and up,48128.0,4.1,0.0,10.819778284410283,6.248042874508429,0.0,0.0,10.781619407309512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Helix Jump,GAME,4.2,1485806,33M,100000000.0,Free,0.0,Everyone,Action,2018-04-09,1.0.6,4.1 and up,33792.0,4.1,0.0,18.420680743952367,14.211467943920253,0.0,0.0,10.427979367065934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geometry Dash Lite,GAME,4.5,6181640,58M,100000000.0,Free,0.0,Everyone,Arcade,2017-12-22,2.2,4.0 and up,59392.0,4.0,0.0,18.420680743952367,15.637094166397192,0.0,0.0,10.991914816145872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Car Driving Simulator Drift,GAME,4.4,19816,57M,1000000.0,Free,0.0,Everyone,Racing,2017-11-03,1.8.1,4.4 and up,58368.0,4.4,0.0,13.815510557964274,9.894244971169195,0.0,0.0,10.974523073434003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The World Ends With You,GAME,4.6,4108,13M,10000.0,Paid,17.99,Everyone 10+,Arcade,2015-12-14,1.0.4,4.0 and up,13312.0,4.0,179899.99999999997,9.210340371976184,8.32069157104845,2.8898160479624417,12.100156419938624,9.49642116306099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RC City Police Heavy Traffic Racer,GAME,4.4,3250,27M,1000000.0,Free,0.0,Everyone,Racing,2018-07-19,1.2,4.0 and up,27648.0,4.0,0.0,13.815510557964274,8.086410275323782,0.0,0.0,10.227308671603781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
D+H Reaction Wall,GAME,0.0,0,Varies with device,1.0,Paid,0.99,Everyone,Arcade,2016-07-24,Varies with device,Varies with device,,0,0.99,0.0,0.0,-0.01005033585350145,-0.01005033585350145,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Motorbike Driving Simulator 3D,GAME,3.9,178723,65M,10000000.0,Free,0.0,Everyone,Racing,2016-12-25,4.1,2.3.3 and up,66560.0,2.3.3,0.0,16.11809565095832,12.093592400196163,0.0,0.0,11.10585907549509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Helix,GAME,3.9,2454,37M,500000.0,Free,0.0,Everyone,Arcade,2017-09-10,1.2,4.0 and up,37888.0,4.0,0.0,13.122363377404328,7.805474625270857,0.0,0.0,10.542389718243678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
slither.io,GAME,4.4,5231553,Varies with device,100000000.0,Free,0.0,Everyone,Action,2017-11-14,Varies with device,2.3 and up,,2.3,0.0,18.420680743952367,15.470218732689512,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solitaire!,GAME,4.7,403911,23M,10000000.0,Free,0.0,Everyone,Card,2018-06-24,2.277.0,4.1 and up,23552.0,4.1,0.0,16.11809565095832,12.908949835644629,0.0,0.0,10.066966021528604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
iGun Pro -The Original Gun App,GAME,4.2,249308,55M,10000000.0,Free,0.0,Everyone,Arcade,2017-09-07,5.26,2.3 and up,56320.0,2.3,0.0,16.11809565095832,12.426444358848366,0.0,0.0,10.938804990831924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonic Dash,GAME,4.5,3777822,75M,100000000.0,Free,0.0,Everyone,Arcade,2018-07-26,3.8.5.Go,4.1 and up,76800.0,4.1,0.0,18.420680743952367,15.144658211058056,0.0,0.0,11.248959919135764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NinJump,GAME,4.3,421000,36M,10000000.0,Free,0.0,Everyone,Arcade,2018-06-13,3.1.1,4.1 and up,36864.0,4.1,0.0,16.11809565095832,12.950388112664518,0.0,0.0,10.514990744055563,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombie Catchers,GAME,4.7,989158,75M,10000000.0,Free,0.0,Everyone,Action,2018-05-24,1.0.27,4.1 and up,76800.0,4.1,0.0,16.11809565095832,13.804609355175643,0.0,0.0,11.248959919135764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fidget Spinner,GAME,4.2,307398,9.9M,10000000.0,Free,0.0,Everyone,Arcade,2017-11-30,1.12.5.1,2.1 and up,10137.6,2.1,0.0,16.11809565095832,12.635898603884595,0.0,0.0,9.224006562739998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jetpack Joyride,GAME,4.4,4637439,96M,100000000.0,Free,0.0,Everyone 10+,Arcade,2018-07-19,1.10.12,4.1 and up,98304.0,4.1,0.0,18.420680743952367,15.349672832172503,0.0,0.0,11.49581999706729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anger of stick 5 : zombie,GAME,4.5,547644,23M,50000000.0,Free,0.0,Teen,Action,2018-08-03,1.1.5,2.3 and up,23552.0,2.3,0.0,17.72753356339242,13.213380719789384,0.0,0.0,10.066966021528604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Balvin Piano Tiles,GAME,0.0,6,30M,500.0,Free,0.0,Everyone,Music,2018-05-15,2.0,4.1 and up,30720.0,4.1,0.0,6.214608098422191,1.791759469228055,0.0,0.0,10.332669187261608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guess the song of J Balvin,GAME,0.0,28,8.9M,1000.0,Free,0.0,Everyone,Trivia,2017-12-24,1.1,4.1 and up,9113.6,4.1,0.0,6.907755278982137,3.332204510175204,0.0,0.0,9.117523082337547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
J-Stars Victory VS Guide,GAME,4.1,609,13M,10000.0,Free,0.0,Everyone,Action,2014-05-14,1.7,2.2 and up,13312.0,2.2,0.0,9.210340371976184,6.411818267709897,0.0,0.0,9.49642116306099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIM KARDASHIAN: HOLLYWOOD,GAME,4.3,1017408,34M,10000000.0,Free,0.0,Teen,Adventure,2018-07-16,9.2.0,4.0 and up,34816.0,4.0,0.0,16.11809565095832,13.832768774520543,0.0,0.0,10.457832330215615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Tiles - TWICE Edition (K-Pop),GAME,4.4,2351,62M,100000.0,Free,0.0,Everyone,Music,2018-07-25,1009001,4.0 and up,63488.0,4.0,0.0,11.512925464970229,7.762596048540069,0.0,0.0,11.058606190644545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Magic Tiles - Blackpink Edition (K-Pop),GAME,4.6,4304,71M,100000.0,Free,0.0,Everyone,Music,2018-06-20,1900001,4.0 and up,72704.0,4.0,0.0,11.512925464970229,8.36730010184162,0.0,0.0,11.194151682640769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Korean Dungeon: K-Word 1000,GAME,4.7,703,40M,10000.0,Free,0.0,Everyone 10+,Word,2017-11-17,1.0.4,4.1 and up,40960.0,4.1,0.0,9.210340371976184,6.555356891810665,0.0,0.0,10.62035125971339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Talking Tom Gold Run,GAME,4.6,2694969,78M,100000000.0,Free,0.0,Everyone,Action,2018-07-31,2.8.2.59,4.1 and up,79872.0,4.1,0.0,18.420680743952367,14.806897259476147,0.0,0.0,11.288180632289045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lep's World 🍀,GAME,4.3,696019,Varies with device,50000000.0,Free,0.0,Everyone 10+,Arcade,2018-05-26,3.0.6,4.1 and up,,4.1,0.0,17.72753356339242,13.453132237794524,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Day on Earth: Survival,GAME,4.5,2308916,87M,10000000.0,Free,0.0,Teen,Action,2018-08-01,1.9.3,4.1 and up,89088.0,4.1,0.0,16.11809565095832,14.652288708289872,0.0,0.0,11.397379924254038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant Smasher by Best Cool & Fun Games,GAME,4.2,1185148,29M,100000000.0,Free,0.0,Everyone,Arcade,2018-08-01,9.55,4.0.3 and up,29696.0,4.0.3,0.0,18.420680743952367,13.985378219267465,0.0,0.0,10.298767635585927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheating Tom 3 - Genius School,GAME,4.3,90415,84M,10000000.0,Free,0.0,Everyone,Arcade,2018-07-24,1.0.20,4.1 and up,86016.0,4.1,0.0,16.11809565095832,11.41216546181908,0.0,0.0,11.362288604442767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M3-X5-X6-M-İ3-İ8 RACİNG 2018,GAME,4.4,596,44M,100000.0,Free,0.0,Everyone,Arcade,2017-02-12,"1,01",4.0 and up,45056.0,4.0,0.0,11.512925464970229,6.39024066706535,0.0,0.0,10.715661439517714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M-acceleration 3D Car Racing,GAME,3.9,1202,34M,100000.0,Free,0.0,Everyone,Racing,2018-06-28,1.6,4.1 and up,34816.0,4.1,0.0,11.512925464970229,7.091742115095153,0.0,0.0,10.457832330215615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Super Hero M Craft Run,GAME,3.7,303,38M,100000.0,Free,0.0,Everyone,Arcade,2017-07-12,1.6,4.0.3 and up,38912.0,4.0.3,0.0,11.512925464970229,5.713732805509369,0.0,0.0,10.56905796532584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Hug Me I'm So Scared,GAME,3.5,901,63M,50000.0,Free,0.0,Everyone,Adventure,2018-06-08,1.8.5,2.3 and up,64512.0,2.3,0.0,10.819778284410283,6.803505257608338,0.0,0.0,11.074606531990986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rope'n'Fly 4,GAME,4.1,234606,59M,10000000.0,Free,0.0,Everyone,Action,2018-01-29,3.1,2.3 and up,60416.0,2.3,0.0,16.11809565095832,12.365662790322036,0.0,0.0,11.009009249505173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cops N Robbers - FPS Mini Game,GAME,4.2,156862,64M,5000000.0,Free,0.0,Everyone 10+,Action,2018-07-31,7.0.4,4.1 and up,65536.0,4.1,0.0,15.424948470398375,11.963121716908503,0.0,0.0,11.090354888959125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cops N Robbers 2,GAME,4.1,63680,46M,1000000.0,Free,0.0,Everyone 10+,Adventure,2018-06-02,2.2.2,4.1 and up,47104.0,4.1,0.0,13.815510557964274,11.061625820518264,0.0,0.0,10.760113202088547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hide N Seek : Mini Game,GAME,3.8,4719,54M,500000.0,Free,0.0,Everyone,Action,2018-07-08,5.1.3,4.1 and up,55296.0,4.1,0.0,13.122363377404328,8.459352191726387,0.0,0.0,10.920455852163727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rope'n'Fly 3 - Dusk Till Dawn,GAME,4.0,166033,23M,10000000.0,Free,0.0,Everyone 10+,Arcade,2018-01-31,3.6,2.3 and up,23552.0,2.3,0.0,16.11809565095832,12.01994184276226,0.0,0.0,10.066966021528604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drag'n'Boom,GAME,4.8,133180,54M,1000000.0,Free,0.0,Everyone 10+,Arcade,2018-01-12,1.1.1,4.4 and up,55296.0,4.4,0.0,13.815510557964274,11.799456875664614,0.0,0.0,10.920455852163727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Traps n' Gemstones,GAME,4.5,413,9.1M,1000.0,Paid,4.99,Everyone,Adventure,2017-05-17,1.04,4.0.3 and up,9318.4,4.0.3,4990.0,6.907755278982137,6.023447592961033,1.6074359097634274,8.515191188745565,9.139746219122257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cops N Robbers,GAME,4.0,37789,58M,1000000.0,Free,0.0,Teen,Adventure,2018-06-06,1.5.2,4.1 and up,59392.0,4.1,0.0,13.815510557964274,10.539773333966417,0.0,0.0,10.991914816145872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghosts'n Goblins MOBILE,GAME,3.8,466,28M,10000.0,Paid,0.99,Everyone,Arcade,2017-03-28,1.00.02,4.1 and up,28672.0,4.1,9900.0,9.210340371976184,6.144185634125646,-0.01005033585350145,9.20029003612268,10.263676315774656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mopar Drag N Brag,GAME,4.2,30630,17M,1000000.0,Free,0.0,Everyone,Racing,2015-05-25,1.2.5,4.1 and up,17408.0,4.1,0.0,13.815510557964274,10.329735199826821,0.0,0.0,9.76468514965567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Draw N Guess Multiplayer,GAME,3.9,29505,69M,1000000.0,Free,0.0,Everyone,Word,2018-04-04,3.0.11,4.0.3 and up,70656.0,4.0.3,0.0,13.815510557964274,10.29231501949127,0.0,0.0,11.165578310196713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lock 'n' Roll Pro - Ad Free,GAME,4.6,169,13M,1000.0,Paid,0.99,Everyone,Card,2015-07-01,4.0.5,2.3.3 and up,13312.0,2.3.3,990.0,6.907755278982137,5.1298987149230735,-0.01005033585350145,6.897704943128636,9.49642116306099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rock N' Cash Casino Slots -Free Vegas Slot Games,GAME,4.7,6187,33M,100000.0,Free,0.0,Teen,Casino,2018-07-27,1.15.0,4.0.3 and up,33792.0,4.0.3,0.0,11.512925464970229,8.73020559553099,0.0,0.0,10.427979367065934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rock n Roll Music Quiz Game,GAME,3.7,80,7.6M,10000.0,Free,0.0,Everyone,Trivia,2018-06-06,5.0,4.1 and up,7782.4,4.1,0.0,9.210340371976184,4.382026634673881,0.0,0.0,8.959620052891738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jump'N'Shoot Attack,GAME,4.1,155,32M,1000.0,Paid,2.49,Everyone,Arcade,2018-05-26,1.2,4.1 and up,32768.0,4.1,2490.0,6.907755278982137,5.043425116919247,0.9122827104766164,7.820037989458753,10.39720770839918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghouls'n Ghosts MOBILE,GAME,3.9,168,49M,5000.0,Paid,1.99,Everyone 10+,Arcade,2017-05-18,1.00.00,4.1 and up,50176.0,4.1,9950.0,8.517193191416238,5.123963979403259,0.688134638736401,9.205327830152639,10.823292103710079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oddworld: New 'n' Tasty,GAME,4.6,1475,34M,10000.0,Paid,4.99,Teen,Action,2018-01-02,1.0.4,5.0 and up,34816.0,5.0,49900.0,9.210340371976184,7.29641326877392,1.6074359097634274,10.81777628173961,10.457832330215615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obbligo o Verità? PRO,GAME,0.0,4,2.9M,100.0,Paid,0.99,Teen,Board,2018-04-26,"1,01",3.0 and up,2969.6,3.0,99.0,4.605170185988092,1.3862943611198906,-0.01005033585350145,4.59511985013459,7.996182542591882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Drink-O-Tron The Drinking Game,GAME,4.1,140,45M,50000.0,Free,0.0,Mature 17+,Card,2017-05-31,1.64,4.0.3 and up,46080.0,4.0.3,0.0,10.819778284410283,4.941642422609304,0.0,0.0,10.738134295369774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Maze Runner,GAME,4.0,428268,22M,10000000.0,Free,0.0,Everyone,Action,2015-09-14,1.8.1,2.3 and up,22528.0,2.3,0.0,16.11809565095832,12.967504446826709,0.0,0.0,10.022514258957768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Q - Live Trivia Game Network,GAME,2.7,1486,14M,100000.0,Free,0.0,Everyone,Trivia,2018-08-03,2.4.8,5.0 and up,14336.0,5.0,0.0,11.512925464970229,7.303843225277705,0.0,0.0,9.570529135214711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Q*bert: Rebooted,GAME,4.3,13788,55M,1000000.0,Free,0.0,Everyone,Arcade,2017-04-01,1.1,4.4 and up,56320.0,4.4,0.0,13.815510557964274,9.531553927636756,0.0,0.0,10.938804990831924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gun Shoot War Q,GAME,4.2,26893,20M,1000000.0,Free,0.0,Teen,Arcade,2017-03-01,1.0.5,2.3 and up,20480.0,2.3,0.0,13.815510557964274,10.199621308677711,0.0,0.0,9.927204079153444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DJMAX TECHNIKA Q - Music Game,GAME,4.3,21107,95M,100000.0,Free,0.0,Everyone,Music,2018-07-30,1.2.1,4.0.3 and up,97280.0,4.0.3,0.0,11.512925464970229,9.957360018000617,0.0,0.0,11.485348697199994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R-TYPE II,GAME,4.3,5682,37M,50000.0,Paid,1.99,Everyone,Arcade,2017-03-02,1.1.5,2.3.3 and up,37888.0,2.3.3,99500.0,10.819778284410283,8.645058562414134,0.688134638736401,11.507912923146684,10.542389718243678,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R-TYPE,GAME,4.5,7687,23M,100000.0,Paid,1.99,Everyone,Arcade,2017-02-27,2.3.1,2.3.3 and up,23552.0,2.3.3,199000.0,11.512925464970229,8.947285869349132,0.688134638736401,12.201060103706629,10.066966021528604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stupid Zombies,GAME,4.5,464900,33M,10000000.0,Free,0.0,Teen,Arcade,2018-06-27,2.0.5,4.2 and up,33792.0,4.2,0.0,16.11809565095832,13.049577607678676,0.0,0.0,10.427979367065934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime Wars S. Andreas,GAME,4.3,5785,93M,500000.0,Free,0.0,Teen,Racing,2017-04-12,1.2,2.3 and up,95232.0,2.3,0.0,13.122363377404328,8.663023639627777,0.0,0.0,11.464071298752708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dino T-Rex,GAME,4.0,69115,2.4M,10000000.0,Free,0.0,Everyone,Arcade,2018-06-13,1.36,4.1 and up,2457.6,4.1,0.0,16.11809565095832,11.143527062898457,0.0,0.0,7.806940542953353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
